Source,Target,Type,weight,book
Chella,Varys,Undirected,4,2.0
Chett,Jon-Snow,Undirected,5,2.0
Chiswyck,Dunsen,Undirected,3,2.0
Chiswyck,Gregor-Clegane,Undirected,4,2.0
Chiswyck,Ilyn-Payne,Undirected,3,2.0
Chiswyck,Joffrey-Baratheon,Undirected,3,2.0
Chiswyck,Meryn-Trant,Undirected,3,2.0
Chiswyck,Polliver,Undirected,4,2.0
Chiswyck,Rafford,Undirected,7,2.0
Chiswyck,Sandor-Clegane,Undirected,3,2.0
Chiswyck,Tickler,Undirected,5,2.0
Chiswyck,Weese,Undirected,6,2.0
Cleos-Frey,Eddard-Stark,Undirected,3,2.0
Cleos-Frey,Jaime-Lannister,Undirected,3,2.0
Cleos-Frey,Robb-Stark,Undirected,11,2.0
Cleos-Frey,Tyrion-Lannister,Undirected,13,2.0
Cley-Cerwyn,Donella-Hornwood,Undirected,3,2.0
Cley-Cerwyn,Rodrik-Cassel,Undirected,4,2.0
Colen-of-Greenpools,Renly-Baratheon,Undirected,3,2.0
Cortnay-Penrose,Davos-Seaworth,Undirected,5,2.0
Cortnay-Penrose,Renly-Baratheon,Undirected,3,2.0
Cortnay-Penrose,Stannis-Baratheon,Undirected,18,2.0
Cortnay-Penrose,Tyrion-Lannister,Undirected,3,2.0
Cortnay-Penrose,Varys,Undirected,3,2.0
Craster,Dywen,Undirected,7,2.0
Craster,Eddison-Tollett,Undirected,3,2.0
Craster,Jeor-Mormont,Undirected,19,2.0
Craster,Jon-Snow,Undirected,26,2.0
Craster,Mance-Rayder,Undirected,4,2.0
Craster,Samwell-Tarly,Undirected,10,2.0
Craster,Thoren-Smallwood,Undirected,4,2.0
Cressen,Davos-Seaworth,Undirected,10,2.0
Cressen,Melisandre,Undirected,7,2.0
Cressen,Patchface,Undirected,8,2.0
Cressen,Pylos,Undirected,17,2.0
Cressen,Renly-Baratheon,Undirected,4,2.0
Cressen,Robert-Baratheon,Undirected,4,2.0
Cressen,Selyse-Florent,Undirected,3,2.0
Cressen,Shireen-Baratheon,Undirected,6,2.0
Cressen,Stannis-Baratheon,Undirected,21,2.0
Cutjack,Gendry,Undirected,3,2.0
Cutjack,Kurz,Undirected,4,2.0
Cutjack,Tarber,Undirected,3,2.0
Daenerys-Targaryen,Doreah,Undirected,3,2.0
Daenerys-Targaryen,Drogo,Undirected,8,2.0
Daenerys-Targaryen,Irri,Undirected,6,2.0
Daenerys-Targaryen,Jhiqui,Undirected,7,2.0
Daenerys-Targaryen,Jhogo,Undirected,12,2.0
Daenerys-Targaryen,Jorah-Mormont,Undirected,29,2.0
Daenerys-Targaryen,Lynesse-Hightower,Undirected,3,2.0
Daenerys-Targaryen,Mirri-Maz-Duur,Undirected,3,2.0
Daenerys-Targaryen,Pono,Undirected,4,2.0
Daenerys-Targaryen,Pyat-Pree,Undirected,14,2.0
Daenerys-Targaryen,Quaithe,Undirected,5,2.0
Daenerys-Targaryen,Rakharo,Undirected,4,2.0
Daenerys-Targaryen,Robert-Baratheon,Undirected,4,2.0
Daenerys-Targaryen,Viserys-Targaryen,Undirected,3,2.0
Daenerys-Targaryen,Xaro-Xhoan-Daxos,Undirected,13,2.0
Dagmer,Rodrik-Cassel,Undirected,3,2.0
Dagmer,Theon-Greyjoy,Undirected,7,2.0
Dalbridge,Ebben,Undirected,4,2.0
Dalbridge,Jon-Snow,Undirected,4,2.0
Dalbridge,Qhorin-Halfhand,Undirected,5,2.0
Davos-Seaworth,Devan-Seaworth,Undirected,4,2.0
Davos-Seaworth,Imry-Florent,Undirected,3,2.0
Davos-Seaworth,Matthos-Seaworth,Undirected,3,2.0
Davos-Seaworth,Melisandre,Undirected,20,2.0
Davos-Seaworth,Monford-Velaryon,Undirected,3,2.0
Davos-Seaworth,Pylos,Undirected,9,2.0
Davos-Seaworth,Renly-Baratheon,Undirected,6,2.0
Davos-Seaworth,Salladhor-Saan,Undirected,8,2.0
Davos-Seaworth,Stannis-Baratheon,Undirected,58,2.0
Desmond-Grell,Edmure-Tully,Undirected,4,2.0
Desmond-Grell,Utherydes-Wayn,Undirected,3,2.0
Devan-Seaworth,Renly-Baratheon,Undirected,3,2.0
Devan-Seaworth,Stannis-Baratheon,Undirected,13,2.0
Dolf,Shagga,Undirected,3,2.0
Donella-Hornwood,Leobald-Tallhart,Undirected,3,2.0
Donella-Hornwood,Luwin,Undirected,7,2.0
Donella-Hornwood,Mors-Umber,Undirected,3,2.0
Donella-Hornwood,Ramsay-Snow,Undirected,3,2.0
Donella-Hornwood,Rodrik-Cassel,Undirected,4,2.0
Dontos-Hollard,Joffrey-Baratheon,Undirected,8,2.0
Dontos-Hollard,Moon-Boy,Undirected,5,2.0
Dontos-Hollard,Sansa-Stark,Undirected,17,2.0
Dontos-Hollard,Stannis-Baratheon,Undirected,3,2.0
Dontos-Hollard,Tyrion-Lannister,Undirected,4,2.0
Doran-Martell,Myrcella-Baratheon,Undirected,4,2.0
Doran-Martell,Tyrion-Lannister,Undirected,3,2.0
Doran-Martell,Varys,Undirected,4,2.0
Drennan,Squint,Undirected,3,2.0
Drennan,Theon-Greyjoy,Undirected,3,2.0
Drogo,Jorah-Mormont,Undirected,4,2.0
Drogo,Pono,Undirected,4,2.0
Drogo,Viserys-Targaryen,Undirected,3,2.0
Dunsen,Gregor-Clegane,Undirected,4,2.0
Dunsen,Ilyn-Payne,Undirected,3,2.0
Dunsen,Joffrey-Baratheon,Undirected,3,2.0
Dunsen,Meryn-Trant,Undirected,3,2.0
Dunsen,Polliver,Undirected,7,2.0
Dunsen,Rafford,Undirected,6,2.0
Dunsen,Sandor-Clegane,Undirected,3,2.0
Dunsen,Tickler,Undirected,3,2.0
Dunsen,Weese,Undirected,3,2.0
Dywen,Grenn,Undirected,8,2.0
Dywen,Jon-Snow,Undirected,9,2.0
Ebben,Jon-Snow,Undirected,10,2.0
Ebben,Qhorin-Halfhand,Undirected,8,2.0
Ebben,Stonesnake,Undirected,4,2.0
Eddard-Stark,Ilyn-Payne,Undirected,5,2.0
Eddard-Stark,Janos-Slynt,Undirected,7,2.0
Eddard-Stark,Joffrey-Baratheon,Undirected,9,2.0
Eddard-Stark,Jon-Snow,Undirected,9,2.0
Eddard-Stark,Luwin,Undirected,3,2.0
Eddard-Stark,Maron-Greyjoy,Undirected,3,2.0
Eddard-Stark,Petyr-Baelish,Undirected,4,2.0
Eddard-Stark,Renly-Baratheon,Undirected,5,2.0
Eddard-Stark,Rickon-Stark,Undirected,3,2.0
Eddard-Stark,Robb-Stark,Undirected,11,2.0
Eddard-Stark,Robert-Baratheon,Undirected,26,2.0
Eddard-Stark,Stannis-Baratheon,Undirected,5,2.0
Eddard-Stark,Theon-Greyjoy,Undirected,17,2.0
Eddard-Stark,Tyrion-Lannister,Undirected,12,2.0
Eddard-Stark,Varys,Undirected,3,2.0
Eddison-Tollett,Jeor-Mormont,Undirected,4,2.0
Eddison-Tollett,Jon-Snow,Undirected,11,2.0
Edmure-Tully,Hoster-Tully,Undirected,3,2.0
Edmure-Tully,Jaime-Lannister,Undirected,3,2.0
Edmure-Tully,Robb-Stark,Undirected,12,2.0
Edmure-Tully,Tywin-Lannister,Undirected,8,2.0
Eldon-Estermont,Steffon-Varner,Undirected,3,2.0
Emmon-Cuy,Renly-Baratheon,Undirected,3,2.0
Emmon-Cuy,Robar-Royce,Undirected,3,2.0
Euron-Greyjoy,Theon-Greyjoy,Undirected,4,2.0
Farlen,Theon-Greyjoy,Undirected,6,2.0
Florian-the-Fool,Jonquil,Undirected,8,2.0
Florian-the-Fool,Sansa-Stark,Undirected,3,2.0
Gariss,Murch,Undirected,5,2.0
Garlan-Tyrell,Joffrey-Baratheon,Undirected,4,2.0
Garlan-Tyrell,Loras-Tyrell,Undirected,3,2.0
Gendry,Hot-Pie,Undirected,23,2.0
Gendry,Jaqen-Hghar,Undirected,4,2.0
Gendry,Lommy-Greenhands,Undirected,17,2.0
Gendry,Woth,Undirected,3,2.0
Gendry,Yoren,Undirected,8,2.0
Gregor-Clegane,Ilyn-Payne,Undirected,3,2.0
Gregor-Clegane,Joffrey-Baratheon,Undirected,3,2.0
Gregor-Clegane,Meryn-Trant,Undirected,4,2.0
Gregor-Clegane,Polliver,Undirected,5,2.0
Gregor-Clegane,Rafford,Undirected,6,2.0
Gregor-Clegane,Sandor-Clegane,Undirected,5,2.0
Gregor-Clegane,Tickler,Undirected,5,2.0
Gregor-Clegane,Tywin-Lannister,Undirected,4,2.0
Gregor-Clegane,Weese,Undirected,5,2.0
Grenn,Jeor-Mormont,Undirected,3,2.0
Grenn,Samwell-Tarly,Undirected,6,2.0
Guyard-Morrigen,Renly-Baratheon,Undirected,7,2.0
Gyles-Rosby,Jacelyn-Bywater,Undirected,4,2.0
Gyles-Rosby,Joffrey-Baratheon,Undirected,4,2.0
Gyles-Rosby,Lollys-Stokeworth,Undirected,5,2.0
Gyles-Rosby,Sansa-Stark,Undirected,3,2.0
Gyles-Rosby,Tanda-Stokeworth,Undirected,5,2.0
Gyles-Rosby,Tommen-Baratheon,Undirected,4,2.0
Gyles-Rosby,Tyrion-Lannister,Undirected,3,2.0
Gynir,Wex-Pyke,Undirected,4,2.0
Hake,Jon-Snow,Undirected,4,2.0
Hallis-Mollen,Wendel-Manderly,Undirected,3,2.0
Hallyne,Joffrey-Baratheon,Undirected,3,2.0
Hallyne,Tyrion-Lannister,Undirected,5,2.0
Halys-Hornwood,Rodrik-Cassel,Undirected,3,2.0
Harren-Hoare,Nan,Undirected,5,2.0
High-Septon-(fat_one),Tyrion-Lannister,Undirected,4,2.0
High-Septon-(Tyrions),Tyrion-Lannister,Undirected,4,2.0
Hobber-Redwyne,Horas-Redwyne,Undirected,7,2.0
Hodor,Jojen-Reed,Undirected,3,2.0
Hodor,Luwin,Undirected,17,2.0
Hodor,Meera-Reed,Undirected,10,2.0
Hodor,Osha,Undirected,16,2.0
Hodor,Rickon-Stark,Undirected,11,2.0
Hodor,Rodrik-Cassel,Undirected,3,2.0
Hodor,Wyman-Manderly,Undirected,3,2.0
Horas-Redwyne,Joffrey-Baratheon,Undirected,3,2.0
Hoster-Tully,Vyman,Undirected,3,2.0
Hot-Pie,Lommy-Greenhands,Undirected,28,2.0
Hot-Pie,Mebble,Undirected,4,2.0
Hot-Pie,Weasel,Undirected,4,2.0
Hot-Pie,Woth,Undirected,5,2.0
Hot-Pie,Yoren,Undirected,8,2.0
Ilyn-Payne,Joffrey-Baratheon,Undirected,13,2.0
Ilyn-Payne,Meryn-Trant,Undirected,8,2.0
Ilyn-Payne,Polliver,Undirected,3,2.0
Ilyn-Payne,Rafford,Undirected,3,2.0
Ilyn-Payne,Sandor-Clegane,Undirected,8,2.0
Ilyn-Payne,Sansa-Stark,Undirected,9,2.0
Ilyn-Payne,Tickler,Undirected,5,2.0
Irri,Jhiqui,Undirected,3,2.0
Jacelyn-Bywater,Janos-Slynt,Undirected,4,2.0
Jacelyn-Bywater,Joffrey-Baratheon,Undirected,7,2.0
Jacelyn-Bywater,Lancel-Lannister,Undirected,3,2.0
Jacelyn-Bywater,Tommen-Baratheon,Undirected,6,2.0
Jacelyn-Bywater,Tyrion-Lannister,Undirected,16,2.0
Jacelyn-Bywater,Varys,Undirected,4,2.0
Jaime-Lannister,Joffrey-Baratheon,Undirected,12,2.0
Jaime-Lannister,Jon-Snow,Undirected,3,2.0
Jaime-Lannister,Mandon-Moore,Undirected,4,2.0
Jaime-Lannister,Petyr-Baelish,Undirected,4,2.0
Jaime-Lannister,Renly-Baratheon,Undirected,9,2.0
Jaime-Lannister,Robb-Stark,Undirected,11,2.0
Jaime-Lannister,Robert-Baratheon,Undirected,11,2.0
Jaime-Lannister,Sansa-Stark,Undirected,5,2.0
Jaime-Lannister,Stafford-Lannister,Undirected,3,2.0
Jaime-Lannister,Stannis-Baratheon,Undirected,6,2.0
Jaime-Lannister,Theon-Greyjoy,Undirected,4,2.0
Jaime-Lannister,Tyrion-Lannister,Undirected,25,2.0
Jaime-Lannister,Tysha,Undirected,3,2.0
Jaime-Lannister,Tywin-Lannister,Undirected,5,2.0
Janos-Slynt,Joffrey-Baratheon,Undirected,10,2.0
Janos-Slynt,Petyr-Baelish,Undirected,5,2.0
Janos-Slynt,Tyrion-Lannister,Undirected,26,2.0
Janos-Slynt,Varys,Undirected,7,2.0
Jaqen-Hghar,Rorge,Undirected,16,2.0
Jaqen-Hghar,Weese,Undirected,4,2.0
Jaqen-Hghar,Yoren,Undirected,3,2.0
Jaremy-Rykker,Jeor-Mormont,Undirected,3,2.0
Jaremy-Rykker,Thoren-Smallwood,Undirected,3,2.0
Jarman-Buckwell,Jeor-Mormont,Undirected,4,2.0
Jarman-Buckwell,Jon-Snow,Undirected,4,2.0
Jarman-Buckwell,Thoren-Smallwood,Undirected,6,2.0
Jason-Mallister,Theon-Greyjoy,Undirected,4,2.0
Jeor-Mormont,Jon-Snow,Undirected,63,2.0
Jeor-Mormont,Jorah-Mormont,Undirected,3,2.0
Jeor-Mormont,Mance-Rayder,Undirected,4,2.0
Jeor-Mormont,Ottyn-Wythers,Undirected,3,2.0
Jeor-Mormont,Qhorin-Halfhand,Undirected,12,2.0
Jeor-Mormont,Samwell-Tarly,Undirected,17,2.0
Jeor-Mormont,Thoren-Smallwood,Undirected,11,2.0
Jhogo,Jorah-Mormont,Undirected,6,2.0
Joffrey-Baratheon,Lancel-Lannister,Undirected,4,2.0
Joffrey-Baratheon,Loras-Tyrell,Undirected,3,2.0
Joffrey-Baratheon,Mace-Tyrell,Undirected,4,2.0
Joffrey-Baratheon,Mandon-Moore,Undirected,8,2.0
Joffrey-Baratheon,Margaery-Tyrell,Undirected,6,2.0
Joffrey-Baratheon,Meryn-Trant,Undirected,19,2.0
Joffrey-Baratheon,Myrcella-Baratheon,Undirected,13,2.0
Joffrey-Baratheon,Osmund-Kettleblack,Undirected,9,2.0
Joffrey-Baratheon,Petyr-Baelish,Undirected,20,2.0
Joffrey-Baratheon,Polliver,Undirected,3,2.0
Joffrey-Baratheon,Pycelle,Undirected,6,2.0
Joffrey-Baratheon,Rafford,Undirected,3,2.0
Joffrey-Baratheon,Renly-Baratheon,Undirected,11,2.0
Joffrey-Baratheon,Robb-Stark,Undirected,16,2.0
Joffrey-Baratheon,Robert-Baratheon,Undirected,20,2.0
Joffrey-Baratheon,Sandor-Clegane,Undirected,27,2.0
Joffrey-Baratheon,Sansa-Stark,Undirected,76,2.0
Joffrey-Baratheon,Stannis-Baratheon,Undirected,21,2.0
Joffrey-Baratheon,Tickler,Undirected,4,2.0
Joffrey-Baratheon,Tommen-Baratheon,Undirected,23,2.0
Joffrey-Baratheon,Tyrion-Lannister,Undirected,92,2.0
Joffrey-Baratheon,Tywin-Lannister,Undirected,11,2.0
Joffrey-Baratheon,Varys,Undirected,24,2.0
Joffrey-Baratheon,Yoren,Undirected,3,2.0
Jojen-Reed,Luwin,Undirected,7,2.0
Jojen-Reed,Meera-Reed,Undirected,18,2.0
Jojen-Reed,Osha,Undirected,4,2.0
Jojen-Reed,Rickon-Stark,Undirected,5,2.0
Jon-Fossoway,Mathis-Rowan,Undirected,3,2.0
Jon-Snow,Lark,Undirected,4,2.0
Jon-Snow,Mance-Rayder,Undirected,4,2.0
Jon-Snow,Nan,Undirected,4,2.0
Jon-Snow,Ottyn-Wythers,Undirected,3,2.0
Jon-Snow,Qhorin-Halfhand,Undirected,47,2.0
Jon-Snow,Rattleshirt,Undirected,7,2.0
Jon-Snow,Rickon-Stark,Undirected,5,2.0
Jon-Snow,Robb-Stark,Undirected,13,2.0
Jon-Snow,Robert-Baratheon,Undirected,6,2.0
Jon-Snow,Samwell-Tarly,Undirected,52,2.0
Jon-Snow,Stonesnake,Undirected,13,2.0
Jon-Snow,Thoren-Smallwood,Undirected,4,2.0
Jon-Snow,Ygritte,Undirected,12,2.0
Jon-Umber-(Greatjon),Robb-Stark,Undirected,8,2.0
Jorah-Mormont,Pono,Undirected,3,2.0
Jorah-Mormont,Rakharo,Undirected,3,2.0
Jorah-Mormont,Rhaegar-Targaryen,Undirected,4,2.0
Jorah-Mormont,Robert-Baratheon,Undirected,7,2.0
Koss,Yoren,Undirected,5,2.0
Kyra,Theon-Greyjoy,Undirected,4,2.0
Lancel-Lannister,Robert-Baratheon,Undirected,4,2.0
Lancel-Lannister,Sansa-Stark,Undirected,3,2.0
Lancel-Lannister,Tyrion-Lannister,Undirected,18,2.0
Lancel-Lannister,Varys,Undirected,3,2.0
Leobald-Tallhart,Rodrik-Cassel,Undirected,5,2.0
Lollys-Stokeworth,Tanda-Stokeworth,Undirected,7,2.0
Lommy-Greenhands,Weasel,Undirected,7,2.0
Lommy-Greenhands,Woth,Undirected,3,2.0
Lommy-Greenhands,Yoren,Undirected,13,2.0
Loras-Tyrell,Mace-Tyrell,Undirected,6,2.0
Loras-Tyrell,Renly-Baratheon,Undirected,14,2.0
Loras-Tyrell,Robert-Baratheon,Undirected,3,2.0
Loras-Tyrell,Stannis-Baratheon,Undirected,4,2.0
Loras-Tyrell,Tyrion-Lannister,Undirected,8,2.0
Lorent-Caswell,Renly-Baratheon,Undirected,3,2.0
Lorren,Squint,Undirected,3,2.0
Lorren,Theon-Greyjoy,Undirected,7,2.0
Lorren,Urzen,Undirected,3,2.0
Lorren,Wex-Pyke,Undirected,4,2.0
Luwin,Meera-Reed,Undirected,4,2.0
Luwin,Osha,Undirected,12,2.0
Luwin,Rickon-Stark,Undirected,12,2.0
Luwin,Robb-Stark,Undirected,6,2.0
Luwin,Rodrik-Cassel,Undirected,18,2.0
Luwin,Theon-Greyjoy,Undirected,17,2.0
Luwin,Walder-Frey-(son-of-Merrett),Undirected,4,2.0
Lysa-Arryn,Tyrion-Lannister,Undirected,5,2.0
Mace-Tyrell,Paxter-Redwyne,Undirected,3,2.0
Mace-Tyrell,Randyll-Tarly,Undirected,3,2.0
Mace-Tyrell,Renly-Baratheon,Undirected,4,2.0
Mace-Tyrell,Stannis-Baratheon,Undirected,3,2.0
Mance-Rayder,Qhorin-Halfhand,Undirected,4,2.0
Mance-Rayder,Thoren-Smallwood,Undirected,3,2.0
Mandon-Moore,Sandor-Clegane,Undirected,5,2.0
Mandon-Moore,Sansa-Stark,Undirected,3,2.0
Mandon-Moore,Tyrion-Lannister,Undirected,16,2.0
Margaery-Tyrell,Renly-Baratheon,Undirected,13,2.0
Margaery-Tyrell,Sansa-Stark,Undirected,4,2.0
Margaery-Tyrell,Varys,Undirected,3,2.0
Martyn-Rivers,Robb-Stark,Undirected,3,2.0
Mathis-Rowan,Randyll-Tarly,Undirected,4,2.0
Mathis-Rowan,Renly-Baratheon,Undirected,8,2.0
Mathis-Rowan,Stannis-Baratheon,Undirected,3,2.0
Meera-Reed,Osha,Undirected,6,2.0
Meera-Reed,Rickon-Stark,Undirected,6,2.0
Melisandre,Renly-Baratheon,Undirected,4,2.0
Melisandre,Selyse-Florent,Undirected,6,2.0
Melisandre,Stannis-Baratheon,Undirected,14,2.0
Meryn-Trant,Osmund-Kettleblack,Undirected,8,2.0
Meryn-Trant,Polliver,Undirected,3,2.0
Meryn-Trant,Rafford,Undirected,3,2.0
Meryn-Trant,Sandor-Clegane,Undirected,10,2.0
Meryn-Trant,Tickler,Undirected,5,2.0
Meryn-Trant,Tyrion-Lannister,Undirected,7,2.0
Mikken,Osha,Undirected,3,2.0
Mikken,Theon-Greyjoy,Undirected,4,2.0
Monford-Velaryon,Stannis-Baratheon,Undirected,3,2.0
Myrcella-Baratheon,Robb-Stark,Undirected,3,2.0
Myrcella-Baratheon,Robert-Arryn,Undirected,4,2.0
Myrcella-Baratheon,Sandor-Clegane,Undirected,4,2.0
Myrcella-Baratheon,Sansa-Stark,Undirected,6,2.0
Myrcella-Baratheon,Tommen-Baratheon,Undirected,12,2.0
Myrcella-Baratheon,Trystane-Martell,Undirected,4,2.0
Myrcella-Baratheon,Tyrion-Lannister,Undirected,8,2.0
Olyvar-Frey,Robb-Stark,Undirected,4,2.0
Osha,Rickon-Stark,Undirected,8,2.0
Osha,Robb-Stark,Undirected,3,2.0
Osha,Theon-Greyjoy,Undirected,4,2.0
Osmund-Kettleblack,Osney-Kettleblack,Undirected,4,2.0
Osmund-Kettleblack,Sansa-Stark,Undirected,4,2.0
Osmund-Kettleblack,Tyrion-Lannister,Undirected,7,2.0
Ottyn-Wythers,Samwell-Tarly,Undirected,3,2.0
Palla,Theon-Greyjoy,Undirected,3,2.0
Patchface,Stannis-Baratheon,Undirected,6,2.0
Perwyn-Frey,Robb-Stark,Undirected,3,2.0
Perwyn-Frey,Wendel-Manderly,Undirected,3,2.0
Petyr-Baelish,Podrick-Payne,Undirected,4,2.0
Petyr-Baelish,Pycelle,Undirected,8,2.0
Petyr-Baelish,Renly-Baratheon,Undirected,5,2.0
Petyr-Baelish,Sansa-Stark,Undirected,4,2.0
Petyr-Baelish,Stannis-Baratheon,Undirected,8,2.0
Petyr-Baelish,Tyrion-Lannister,Undirected,41,2.0
Petyr-Baelish,Varys,Undirected,27,2.0
Podrick-Payne,Tyrion-Lannister,Undirected,13,2.0
Polliver,Rafford,Undirected,7,2.0
Polliver,Sandor-Clegane,Undirected,3,2.0
Polliver,Tickler,Undirected,3,2.0
Polliver,Weese,Undirected,3,2.0
Preston-Greenfield,Tyrion-Lannister,Undirected,3,2.0
Pyat-Pree,Xaro-Xhoan-Daxos,Undirected,10,2.0
Pycelle,Robert-Baratheon,Undirected,3,2.0
Pycelle,Shagga,Undirected,4,2.0
Pycelle,Stannis-Baratheon,Undirected,3,2.0
Pycelle,Tyrion-Lannister,Undirected,21,2.0
Pycelle,Varys,Undirected,9,2.0
Pylos,Shireen-Baratheon,Undirected,5,2.0
Pylos,Stannis-Baratheon,Undirected,11,2.0
Qhorin-Halfhand,Rattleshirt,Undirected,3,2.0
Qhorin-Halfhand,Stonesnake,Undirected,6,2.0
Qhorin-Halfhand,Thoren-Smallwood,Undirected,3,2.0
Qyburn,Roose-Bolton,Undirected,3,2.0
Rafford,Sandor-Clegane,Undirected,3,2.0
Rafford,Tickler,Undirected,4,2.0
Ramsay-Snow,Reek,Undirected,4,2.0
Ramsay-Snow,Robb-Stark,Undirected,3,2.0
Ramsay-Snow,Rodrik-Cassel,Undirected,5,2.0
Ramsay-Snow,Roose-Bolton,Undirected,5,2.0
Randyll-Tarly,Renly-Baratheon,Undirected,6,2.0
Randyll-Tarly,Stannis-Baratheon,Undirected,3,2.0
Rattleshirt,Ygritte,Undirected,4,2.0
Ramsay-Snow,Theon-Greyjoy,Undirected,14,2.0
Renly-Baratheon,Robb-Stark,Undirected,22,2.0
Renly-Baratheon,Robert-Baratheon,Undirected,29,2.0
Renly-Baratheon,Sansa-Stark,Undirected,4,2.0
Renly-Baratheon,Stannis-Baratheon,Undirected,70,2.0
Renly-Baratheon,Steffon-Baratheon,Undirected,3,2.0
Renly-Baratheon,Tyrion-Lannister,Undirected,14,2.0
Renly-Baratheon,Tywin-Lannister,Undirected,3,2.0
Renly-Baratheon,Varys,Undirected,5,2.0
Rhaegar-Targaryen,Robert-Baratheon,Undirected,5,2.0
Rhaegar-Targaryen,Viserys-Targaryen,Undirected,3,2.0
Rhaenys-Targaryen,Visenya-Targaryen,Undirected,3,2.0
Rickard-Karstark,Robb-Stark,Undirected,3,2.0
Rickon-Stark,Robb-Stark,Undirected,12,2.0
Rickon-Stark,Rodrik-Cassel,Undirected,3,2.0
Rickon-Stark,Sansa-Stark,Undirected,5,2.0
Rickon-Stark,Theon-Greyjoy,Undirected,8,2.0
Rickon-Stark,Walder-Frey-(son-of-Merrett),Undirected,5,2.0
Robb-Stark,Robert-Baratheon,Undirected,3,2.0
Robb-Stark,Rodrik-Cassel,Undirected,9,2.0
Robb-Stark,Roose-Bolton,Undirected,7,2.0
Robb-Stark,Sansa-Stark,Undirected,11,2.0
Robb-Stark,Stafford-Lannister,Undirected,5,2.0
Robb-Stark,Stannis-Baratheon,Undirected,12,2.0
Robb-Stark,Theon-Greyjoy,Undirected,21,2.0
Robb-Stark,Tyrion-Lannister,Undirected,18,2.0
Robb-Stark,Tywin-Lannister,Undirected,6,2.0
Robb-Stark,Varys,Undirected,3,2.0
Robb-Stark,Walder-Frey,Undirected,6,2.0
Robb-Stark,Wyman-Manderly,Undirected,3,2.0
Robert-Baratheon,Sansa-Stark,Undirected,6,2.0
Robert-Baratheon,Stannis-Baratheon,Undirected,25,2.0
Robert-Baratheon,Tyrion-Lannister,Undirected,10,2.0
Robert-Baratheon,Tywin-Lannister,Undirected,4,2.0
Robert-Baratheon,Varys,Undirected,4,2.0
Robett-Glover,Rorge,Undirected,3,2.0
Robett-Glover,Vargo-Hoat,Undirected,3,2.0
Rodrik-Cassel,Roose-Bolton,Undirected,4,2.0
Rodrik-Cassel,Theon-Greyjoy,Undirected,12,2.0
Rodrik-Cassel,Walder-Frey-(son-of-Merrett),Undirected,3,2.0
Rodrik-Cassel,Wyman-Manderly,Undirected,6,2.0
Roose-Bolton,Tywin-Lannister,Undirected,5,2.0
Roose-Bolton,Vargo-Hoat,Undirected,6,2.0
Roose-Bolton,Walder-Frey,Undirected,3,2.0
Rorge,Vargo-Hoat,Undirected,3,2.0
Rorge,Yoren,Undirected,4,2.0
Salladhor-Saan,Stannis-Baratheon,Undirected,6,2.0
Sandor-Clegane,Sansa-Stark,Undirected,19,2.0
Sandor-Clegane,Tickler,Undirected,5,2.0
Sandor-Clegane,Tommen-Baratheon,Undirected,5,2.0
Sandor-Clegane,Tyrion-Lannister,Undirected,13,2.0
Sansa-Stark,Stannis-Baratheon,Undirected,8,2.0
Sansa-Stark,Tanda-Stokeworth,Undirected,4,2.0
Sansa-Stark,Tommen-Baratheon,Undirected,10,2.0
Sansa-Stark,Tyrion-Lannister,Undirected,31,2.0
Selyse-Florent,Stannis-Baratheon,Undirected,15,2.0
Shadd,Wendel-Manderly,Undirected,3,2.0
Shae,Stannis-Baratheon,Undirected,3,2.0
Shae,Tyrion-Lannister,Undirected,30,2.0
Shae,Tysha,Undirected,3,2.0
Shae,Varys,Undirected,16,2.0
Shagga,Timett,Undirected,4,2.0
Shagga,Tyrion-Lannister,Undirected,15,2.0
Squint,Theon-Greyjoy,Undirected,3,2.0
Stannis-Baratheon,Steffon-Baratheon,Undirected,3,2.0
Stannis-Baratheon,Tyrion-Lannister,Undirected,39,2.0
Stannis-Baratheon,Tywin-Lannister,Undirected,4,2.0
Stannis-Baratheon,Varys,Undirected,5,2.0
Stonesnake,Ygritte,Undirected,3,2.0
Stygg,Theon-Greyjoy,Undirected,4,2.0
Stygg,Werlag,Undirected,3,2.0
Syrio-Forel,Yoren,Undirected,3,2.0
Tanda-Stokeworth,Tyrion-Lannister,Undirected,4,2.0
Theon-Greyjoy,Urzen,Undirected,3,2.0
Theon-Greyjoy,Victarion-Greyjoy,Undirected,3,2.0
Theon-Greyjoy,Werlag,Undirected,3,2.0
Theon-Greyjoy,Wex-Pyke,Undirected,14,2.0
Timett,Tyrion-Lannister,Undirected,10,2.0
Timett,Varys,Undirected,3,2.0
Tommen-Baratheon,Tyrion-Lannister,Undirected,10,2.0
Tyrion-Lannister,Tysha,Undirected,4,2.0
Tyrion-Lannister,Tywin-Lannister,Undirected,6,2.0
Tyrion-Lannister,Varys,Undirected,63,2.0
Tyrion-Lannister,Vylarr,Undirected,6,2.0
Tywin-Lannister,Vargo-Hoat,Undirected,4,2.0
Tywin-Lannister,Weese,Undirected,7,2.0
Walder-Frey-(son-of-Jammos),Walder-Frey-(son-of-Merrett),Undirected,5,2.0
Walder-Frey-(son-of-Merrett),Wex-Pyke,Undirected,4,2.0
Weasel,Weese,Undirected,6,2.0
Woth,Yoren,Undirected,4,2.0
Palla,Ramsay-Snow,Undirected,3,
